username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
bermanmatt;2016/02/09 18:49;0;1;"What could more in line with the ridiculous excess of Fat Tuesday than for a state to make Donald Trump its top choice for President.";;;;"697205740717654016";https://twitter.com/bermanmatt/status/697205740717654016
NicTaggart;2016/02/09 18:49;0;1;"@animaggus There was a beautiful example of the form from Donald Trump Jr. yesterday pic.twitter.com/88x2NjD6I2";;@animaggus;;"697205715178536965";https://twitter.com/NicTaggart/status/697205715178536965
newspaperfeeds;2016/02/09 18:49;1;2;"New Hampshire primary: Donald Trump and Bernie Sanders lead as final voting underway - live http://goo.gl/fb/r2vVQl ";;;;"697205694991360001";https://twitter.com/newspaperfeeds/status/697205694991360001
710KNUS;2016/02/09 18:49;0;0;"RT @HughHewitt Ivanka Trump On The 2016 Race And Donald Trump As A Father: The audio: 02-09hhs-i... http://bit.ly/1Wcn0qH  #TCOT #HEWITT";;@HughHewitt;#TCOT #HEWITT;"697205692592041984";https://twitter.com/710KNUS/status/697205692592041984
robin11dr;2016/02/09 18:49;0;0;"Given to Rubio & Cruz the RNC isn't going quietly into that good night so neither should we, Vote Donald Trump MAGA https://twitter.com/mitchellvii/status/697197241761665026 …";;;;"697205639806902272";https://twitter.com/robin11dr/status/697205639806902272
tweeting4trump;2016/02/09 18:49;0;0;"Full Speech: Donald Trump They NEVER turn the cameras #WakeUpAmericahttp://youtu.be/c-UyrR2I9l0 ";;;#WakeUpAmericahttp;"697205624954884097";https://twitter.com/tweeting4trump/status/697205624954884097
WCVB;2016/02/09 18:49;0;1;"Video: Donald Trump: Polls don't matter if people don't vote http://bit.ly/1mqVauK ";;;;"697205624346546176";https://twitter.com/WCVB/status/697205624346546176
RWingFighter;2016/02/09 18:49;0;0;"Is Donald Trump Pat Buchanan with a Casino? And Other Questions About Tonight's Results http://dlvr.it/KSfCQ4 ";;;;"697205589647044608";https://twitter.com/RWingFighter/status/697205589647044608
rc1963;2016/02/09 18:48;0;0;"Trump is importing workers Exclusive: Donald Trump's companies have sought visas to import at least 1,100 workers http://www.reuters.com/article/us-usa-election-trump-exclusive-idUSKCN0Q62RQ20150802 …";;;;"697205544722034688";https://twitter.com/rc1963/status/697205544722034688
skeeteronmy;2016/02/09 18:48;0;2;"How does a Ron Paul fan go to being a Donald Trump fan? Vote #Trump #NHPrimarypic.twitter.com/DkIymljJR2";;;#Trump #NHPrimarypic;"697205536182259712";https://twitter.com/skeeteronmy/status/697205536182259712
DTNCanada;2016/02/09 18:48;0;1;"DTN Canada: Donald Trump, Bernie Sanders look to leave New Hampshire as winners: MANCHESTER, N.H. — Donald Tru... http://on.thestar.com/1WcmQ2L ";;;;"697205458642169856";https://twitter.com/DTNCanada/status/697205458642169856
SamauriBoyd;2016/02/09 18:48;0;1;"Can't believe people are actually voting for Donald Trump.";;;;"697205442238398464";https://twitter.com/SamauriBoyd/status/697205442238398464
cparish7News;2016/02/09 18:48;1;0;"If Donald Trump loses tonight, I just want you all to know that I have officially called "TRUMP TRUMPED" as a headline. So BACK OFF.";;;;"697205438639706112";https://twitter.com/cparish7News/status/697205438639706112
David360NC;2016/02/09 18:48;12;8;""THE REAL DONALD TRUMP" - The Character Examination By Peers https://youtu.be/jmZ5y19Dc6k  #NHGOP #NH #SCGOP #NCGOP #NRApic.twitter.com/9YGX5d1lrU";North Carolina, USA;;#NHGOP #NH #SCGOP #NCGOP #NRApic;"697205431563849730";https://twitter.com/David360NC/status/697205431563849730
siiieee;2016/02/09 18:48;0;1;"donald trump is racist dad lol";;;;"697205414723608576";https://twitter.com/siiieee/status/697205414723608576
USNavyMomPA;2016/02/09 18:48;9;4;"This slip up admission from Donald Trump just proved his rallies are bullsh*t http://winningdemocrats.com/this-slip-up-admission-from-trump-just-proved-his-rallies-are-bullsht-video/ …";;;;"697205395115401217";https://twitter.com/USNavyMomPA/status/697205395115401217
BarryHartigan;2016/02/09 18:48;1;0;"Donald Trump Calls Ted Cruz a ‘P—–‘ in New Hampshire, Repeating Insult From Crowd Very grown up Donald... http://variety.com/2016/biz/news/donald-trump-ted-cruz-new-hampshire-primary-rally-1201700403/ …";;;;"697205366359265280";https://twitter.com/BarryHartigan/status/697205366359265280
odysseykent;2016/02/09 18:48;1;0;"15 Times Donald Trump Was Donald Trump. #DonaldTrump #Trump2016 #Politics via: @csully15http://theodysseyonline.com/kent-state/15-times-donald-trump-was-donald-trump/304244 …";;@csully15http;#DonaldTrump #Trump2016 #Politics;"697205362038951937";https://twitter.com/odysseykent/status/697205362038951937
WestVirginiaHub;2016/02/09 18:48;0;2;"How West Virginia explains Donald Trump's political success http://www.snsanalytics.com/2RD9y6 ";;;;"697205347128201216";https://twitter.com/WestVirginiaHub/status/697205347128201216
Jessica_B_15;2016/02/09 18:48;0;1;"@B3NLaws4 hope you had a good day even tho you tweet about Donald Trump";;@B3NLaws4;;"697205345605853184";https://twitter.com/Jessica_B_15/status/697205345605853184
TrumpMyPres;2016/02/09 18:47;4;6;"DONALD TRUMP SUPPORTER "ROSIE O'DONNELL" DENIED VOTING PRIVILEGE IN NH. @realDonaldTrump @ChristiChat @Lrihendryhttps://twitter.com/matthewr1960/status/697117216555278336 …";;@realDonaldTrump @ChristiChat @Lrihendryhttps;;"697205265674801152";https://twitter.com/TrumpMyPres/status/697205265674801152
AIIAmericanGirI;2016/02/09 18:47;9;7;"Ben Carson: I'm Open to Being Donald Trump's Vice-President http://feedproxy.google.com/~r/lifenews/newsfeed/~3/ZFl4ip9Ec7I/ …";;;;"697205256715763712";https://twitter.com/AIIAmericanGirI/status/697205256715763712
SusanMcNeill;2016/02/09 18:47;1;1;"Ben Carson Would ‘Sit Down and Discuss’ VP Spot With Donald Trump (Video) https://shar.es/145epi  via @TheWrap";;@TheWrap;;"697205253498916864";https://twitter.com/SusanMcNeill/status/697205253498916864
finneganLAT;2016/02/09 18:47;1;0;"Donald Trump's vulgar remark casts shadow over his New Hampshire campaign http://www.latimes.com/nation/politics/trailguide/la-na-new-hampshire-primary-live-updates-trailguide-20160208-htmlstory.html#2242 …";;;#2242;"697205228106551296";https://twitter.com/finneganLAT/status/697205228106551296
wattsjim;2016/02/09 18:47;0;1;"@mitchellvii @leejac424 Either way, #DonaldTrump kept his #Integrity intact...unlike some others...";;@mitchellvii @leejac424;#DonaldTrump #Integrity;"697205212205944837";https://twitter.com/wattsjim/status/697205212205944837
as_promised;2016/02/09 18:47;0;0;"MSNBC’s Tamron Hall unmasks Donald Trump: ‘The Great Wall of China was built with slave labor’ http://www.rawstory.com/2016/02/msnbcs-tamron-hall-unmasks-donald-trump-the-great-wall-of-china-was-built-with-slave-labor/#.Vrp6jXPr7zI.twitter …";;;#;"697205202743480321";https://twitter.com/as_promised/status/697205202743480321
debswinney;2016/02/09 18:47;0;0;"Donald Trump's son is tweeting support for him with the hashtag #TrumpTrain. Parp parp!";;;#TrumpTrain;"697205176705351681";https://twitter.com/debswinney/status/697205176705351681
PanAmPost_es;2016/02/09 18:47;2;1;"Las primeras encuestas dan como ganadores a Donald Trump y a Bernie Sanders en #NewHampshire Sigue en vivohttp://bit.ly/1SGIMVQ ";;;#NewHampshire;"697205170128740352";https://twitter.com/PanAmPost_es/status/697205170128740352
njosk99;2016/02/09 18:47;0;1;"If Donald Trump can win New Hampshire and South Carolina he's basically unstoppable";;;;"697205128953114624";https://twitter.com/njosk99/status/697205128953114624
utbrp;2016/02/09 18:47;2;5;"The popularity of Donald Trump, proves beyond a shadow of a doubt, just how many very very stupid people there are in our country..";;;;"697205084069842944";https://twitter.com/utbrp/status/697205084069842944
redhed67;2016/02/09 18:46;3;1;"Oh so classy-->Donald Trump Drops Eff Bomb https://youtu.be/kr-_Nwi2FyY  via @YouTube";;@YouTube;;"697205079175270401";https://twitter.com/redhed67/status/697205079175270401
hasai;2016/02/09 18:46;0;1;"Donald Trump repeated a vulgar insult made about Ted Cruz during a NH rally http://www.boston.com/news/politics/2016/02/09/donald-trump-repeated-vulgar-insult-made-about-ted-cruz-during-rally/S5IDO1zp0imVZR7rqdF9QK/story.html …pic.twitter.com/OSCJT5lwka";;;;"697205070702604288";https://twitter.com/hasai/status/697205070702604288
Cary88888888;2016/02/09 18:46;0;0;"Donald Trump: 'Maybe we should #boycottStarbucks' - http://CNNPolitics.com  http://cnn.it/20NdgaD  February 09, 2016 at 05:46PM";;;#boycottStarbucks;"697205069570301952";https://twitter.com/Cary88888888/status/697205069570301952
hamSamwichh;2016/02/09 18:46;0;12;"Henry retweeted Donald Trump.. I know I can unfollow him, but can I unbrother him?";;;;"697205051564105729";https://twitter.com/hamSamwichh/status/697205051564105729
Taniel;2016/02/09 18:46;4;3;"the Donald Trump-Kanye West 2020 election is off going to a great start... https://twitter.com/kanyewest/status/697199554807099394 …";;;;"697205046660964352";https://twitter.com/Taniel/status/697205046660964352
izzymizzz;2016/02/09 18:46;3;5;"if donald trump becomes president i am genuinely moving out of this country";;;;"697204999730962433";https://twitter.com/izzymizzz/status/697204999730962433
YellPink;2016/02/09 18:46;0;0;"Who will win in the Year of the Monkey? - If Donald Trump believes his victory is written in the stars, he may ... http://ow.ly/3b8olE ";;;;"697204924912951296";https://twitter.com/YellPink/status/697204924912951296
Crossman85;2016/02/09 18:46;3;8;"Donald Trump makes racist comments and it's ok cause he's "speaking his mind" but Beyoncé can't even make an X because it's "racist"";;;;"697204918973657088";https://twitter.com/Crossman85/status/697204918973657088
gyalalmighty;2016/02/09 18:46;4;8;""What are your thoughts on Donald Trump running for president?" #perfectfirstdatequestion";;;#perfectfirstdatequestion;"697204902104326144";https://twitter.com/gyalalmighty/status/697204902104326144
WorldwideHerald;2016/02/09 18:46;0;0;"Donald #Trump for President? Banning Muslims, Bombing ISIS and other key policies http://ly.worldwideherald.com/4LY  #tcotpic.twitter.com/47BnR24RNw";;;#Trump #tcotpic;"697204876011446272";https://twitter.com/WorldwideHerald/status/697204876011446272
smolwinchester;2016/02/09 18:46;0;0;"Dear God, please don't let Donald Trump become president or so help me";;;;"697204860454879232";https://twitter.com/smolwinchester/status/697204860454879232
palestininianpr;2016/02/09 18:46;3;0;"Donald Trump appears headed for win as Sanders leads over Clinton http://ln.is/www.theguardian.com/0uPYS …";;;;"697204855149039616";https://twitter.com/palestininianpr/status/697204855149039616
LeadStoriesCom;2016/02/09 18:46;3;2;"#NHPrimary Live Blog: Signs Of A Good Night For Donald Trump & Bernie Sanders http://go.shr.lc/1PAP4Ai pic.twitter.com/lGNkPOQ6vL";;;#NHPrimary;"697204854834397185";https://twitter.com/LeadStoriesCom/status/697204854834397185
SexMakeitBetter;2016/02/09 18:46;0;1;"Mexican President Says Country Will Not Pay For The Wall Donald Trump... http://fb.me/7Rvs6wjsG ";;;;"697204853420986369";https://twitter.com/SexMakeitBetter/status/697204853420986369
FLORANN2000;2016/02/09 18:46;0;0;"Ben Carson Would 'Discuss' VP Spot With Donald Trump http://www.thewrap.com/ben-carson-would-sit-down-and-discuss-vp-spot-with-donald-trump-video/ …";;;;"697204841337266178";https://twitter.com/FLORANN2000/status/697204841337266178
whowanstwobepre;2016/02/09 18:45;0;0;"Ben Carson would 'sit down and discuss' VP spot with Donald Trump:THINK HE WOULD MAKE GREAT VP AND POSSIBLY RUN FOR PRES AFTER TRUMP AND WIN";;;;"697204799511461888";https://twitter.com/whowanstwobepre/status/697204799511461888
homerfd;2016/02/09 18:45;1;1;"@CNNPolitics I predict Donald Trump loss in New Hamphire primary. Please hire me as a political analyst";;@CNNPolitics;;"697204764300304384";https://twitter.com/homerfd/status/697204764300304384
gopprimaries;2016/02/09 18:45;0;0;"Sen. Ted Cruz Responds to Donald Trump Calling Him a P***y: Republican presidential candidate, S... http://bit.ly/1PAPcQ6  #GOPPrimaries";;;#GOPPrimaries;"697204742989049856";https://twitter.com/gopprimaries/status/697204742989049856
INVISTI;2016/02/09 18:45;0;0;"The New York Times cita sobre Venezuela. "Your Tuesday Evening Briefing: Donald Trump, James Clapper, Hillary... http://fb.me/3sGxyvil3 ";;;;"697204735208775680";https://twitter.com/INVISTI/status/697204735208775680
wadhwa;2016/02/09 18:45;6;7;"Difference between Donald Trump and Silicon Valley --an excerpt from legendary @oppenheimera's book on innovationhttp://www.miamiherald.com/entertainment/books/article59339573.html …";;@oppenheimera;;"697204732415184896";https://twitter.com/wadhwa/status/697204732415184896
BelovedLadyLove;2016/02/09 18:45;0;0;"Viewpoint: Are Donald Trump and his rivals a big joke? - BBC News http://www.bbc.co.uk/news/magazine-35521558 …";;;;"697204725293457408";https://twitter.com/BelovedLadyLove/status/697204725293457408
sportzcrazed;2016/02/09 18:45;0;0;"The street artist who painted Donald Trump as a poop emoji tells us why he did it http://ln.is/businessinsider.com/LKOxp …";;;;"697204705441792002";https://twitter.com/sportzcrazed/status/697204705441792002
oxcyland;2016/02/09 18:45;0;3;"if donald trump becomes president im moving to Hawaii";;;;"697204693924073472";https://twitter.com/oxcyland/status/697204693924073472
bullsin_bronx;2016/02/09 18:45;0;2;"tbh as long as its not donald trump idc who wins";;;;"697204690115756032";https://twitter.com/bullsin_bronx/status/697204690115756032
aslevin11;2016/02/09 18:45;0;2;"Just asked my sister, "Where is Donald trump from?" Her response, "Hell?" well said Kristin";Indianapolis, IN;;;"697204669966393344";https://twitter.com/aslevin11/status/697204669966393344
David360NC;2016/02/09 18:45;8;10;""THE REAL DONALD TRUMP" - The Character Examination By Peers https://youtu.be/jmZ5y19Dc6k  #NHGOP #NH #SCGOP #Trump2016pic.twitter.com/Jn6d5ux4sP";North Carolina, USA;;#NHGOP #NH #SCGOP #Trump2016pic;"697204665931468800";https://twitter.com/David360NC/status/697204665931468800
FlamingoJunior;2016/02/09 18:45;1;1;"My new champantos #newbalance #NationalPizzaDay #corsairgaming #CamNewton #DonaldTrump #BroncosParade #umaruchanpic.twitter.com/M48ICoAJls";;;#newbalance #NationalPizzaDay #corsairgaming #CamNewton #DonaldTrump #BroncosParade #umaruchanpic;"697204659891482624";https://twitter.com/FlamingoJunior/status/697204659891482624
Janetlarose1;2016/02/09 18:45;0;1;"@JasonsGrandpa @SSbridges51 2HANDSOME MEN #RONALD# DONALD. .. #TRUMP";;@JasonsGrandpa @SSbridges51;#RONALD # #TRUMP;"697204639381508098";https://twitter.com/Janetlarose1/status/697204639381508098
TheNewsClub_US;2016/02/09 18:45;0;0;"#TheNewsClub Photo: GOP presidential candidate Donald Trump's daughter, Ivanka, posts… http://tnc.news/KSf8vn pic.twitter.com/3IZBui1BgG";;;#TheNewsClub;"697204635262537728";https://twitter.com/TheNewsClub_US/status/697204635262537728
HahnAmerica;2016/02/09 18:45;1;1;"Donald Trump endorses beheading http://www.salon.com/2016/02/08/donald_trump_endorses_beheading_robotic_marco_rubio_self_implodes_and_the_gop_insanity_only_gets_wilder/ …https://twitter.com/CarmineSabia/status/697204054783606785 …";;;;"697204630929838080";https://twitter.com/HahnAmerica/status/697204630929838080
Sir_Fahrenheit;2016/02/09 18:45;1;0;"@KirkSeriousFace Donald Trump is so pissed because he had the same tweet scheduled to go out at about 11:30 tonight.";;@KirkSeriousFace;;"697204626920046593";https://twitter.com/Sir_Fahrenheit/status/697204626920046593
atticsonline;2016/02/09 18:45;4;2;"These 5 Acts of Kindness Reveal There's More to Donald Trump Than Just His Celebrity Persona http://www.ijreview.com/2015/11/461306-these-5-acts-of-kindness-reveal-theres-more-to-donald-trump-than-just-his-celebrity-persona/?utm_source=Twitter&utm_medium=Social&utm_content=post-footer&utm_campaign=Sharing … via @injo";;@injo;;"697204619773112324";https://twitter.com/atticsonline/status/697204619773112324
TIME;2016/02/09 18:45;51;67;". @lenadunham to Donald Trump: "What about your daughter?" http://ti.me/1PgUSyE ";;@lenadunham;;"697204600705785858";https://twitter.com/TIME/status/697204600705785858
Christielizer;2016/02/09 18:45;0;0;"Chris Christie, Donald Trump's son run into each other in New Hampshire http://chrischristie.trendolizer.com/2016/02/chris-christie-donald-trumps-son-run-into-each-other-in-new-hampshire.html …pic.twitter.com/n4wf1OEErv";;;;"697204597954318337";https://twitter.com/Christielizer/status/697204597954318337
serge_poznanski;2016/02/09 18:44;0;0;"FT: A brash Donald Trump tested: New Hampshire primary vote on contrasts. http://on.ft.com/1nWmVwe pic.twitter.com/dLlHzkgLpl";;;;"697204552886566912";https://twitter.com/serge_poznanski/status/697204552886566912
caioblinder;2016/02/09 18:44;8;21;"Os sinais são de que o democrata Bernie Sanders sairá com melhores notícias de New Hampshire do que o republicano Donald Trump";;;;"697204518128377856";https://twitter.com/caioblinder/status/697204518128377856
hahannah14;2016/02/09 18:44;0;1;"People are actually voting for Donald Trump where did we fail...";;;;"697204472989290496";https://twitter.com/hahannah14/status/697204472989290496
TheresaMechele;2016/02/09 18:44;9;14;"Donald Trump Incredible Acts of Kindness we never hear about. Truly cares about people http://ijreview.com/2015/11/461306-these-5-acts-of-kindness-reveal-theres-more-to-donald-trump-than-just-his-celebrity-persona/ … … …https://twitter.com/Ricky_Vaughn99/status/697203358181027840 …";;;;"697204470862581760";https://twitter.com/TheresaMechele/status/697204470862581760
Amontanafm;2016/02/09 18:44;1;1;"Who will win in the Year of the Monkey?: If Donald Trump believes his victory is written in the... http://tinyurl.com/z68hfyk  @RaulMarmolejo";;@RaulMarmolejo;;"697204463023443968";https://twitter.com/Amontanafm/status/697204463023443968
unasirenabella;2016/02/09 18:44;0;1;"You @realDonaldTrump supporters are also #deranged. #DonaldTrump";;@realDonaldTrump;#deranged #DonaldTrump;"697204462071451648";https://twitter.com/unasirenabella/status/697204462071451648
vancouverboomer;2016/02/09 18:44;0;0;"What is insulting about it? GOP +Donald Trump r insulting. You know who @RBReich is/follow him; why insult him?https://twitter.com/wgstrong/status/697199683530203136 …";;@RBReich;;"697204442303627264";https://twitter.com/vancouverboomer/status/697204442303627264
JonnySlice;2016/02/09 18:44;1;1;"Donald Trump is everything that's great about America";;;;"697204440974159874";https://twitter.com/JonnySlice/status/697204440974159874
Fearguth;2016/02/09 18:44;0;1;""Other than Donald Trump, does anyone else call you 'Pussy in Boots'?" pic.twitter.com/tb4QqgPsHO";;;;"697204436762890241";https://twitter.com/Fearguth/status/697204436762890241
Antagoniste_net;2016/02/09 18:44;5;6;"Mémo pour les médias ce soir. Donald Trump n'est pas d'extrême droite, il n'est même pas de droite. Trump est un nationaliste. #NHPrimary";;;#NHPrimary;"697204415883771904";https://twitter.com/Antagoniste_net/status/697204415883771904
PatriotCorner;2016/02/09 18:44;5;10;"Is Donald Trump Pat Buchanan with a Casino? And Other Questions About Tonight's Results: As we await the New H... http://bit.ly/1T5gYsv ";;;;"697204401811816448";https://twitter.com/PatriotCorner/status/697204401811816448
fairygodmoth3r;2016/02/09 18:44;1;0;"Donald Trump knows he can't beat Hillary but he can beat Sanders easily. https://twitter.com/eugene_scott/status/697063085761294337 …";;;;"697204382128066560";https://twitter.com/fairygodmoth3r/status/697204382128066560
magicmatthunter;2016/02/09 18:44;1;0;"@iamchrisscott Yeah Donald Trump is terrible. What kind of clown wants to take care of r vets, fix trade imbalances and solidify the border?";;@iamchrisscott;;"697204367640776704";https://twitter.com/magicmatthunter/status/697204367640776704
Variety;2016/02/09 18:44;8;11;"Donald Trump repeated a crowd member's harsh insult against Ted Cruz at yesterday's rally http://bit.ly/1Q4lmTv pic.twitter.com/dIRyfxdgTb";;;;"697204351798943744";https://twitter.com/Variety/status/697204351798943744
TheUrbanDaily;2016/02/09 18:44;2;2;"Mexican President Says Country Will Not Pay For The Wall Donald Trump Wants So Bad [EXCLUSIVE AUDIO] http://trib.al/Zl3T0Sg ";;;;"697204340235374592";https://twitter.com/TheUrbanDaily/status/697204340235374592
toddroc1;2016/02/09 18:44;0;4;"@foxnewsalert New Hampshire, you should only have to vote for one person in the Republican primary! DONALD TRUMP, he's the MAN people!!";;@foxnewsalert;;"697204333704777730";https://twitter.com/toddroc1/status/697204333704777730
DrGMLaTulippe;2016/02/09 18:43;4;14;"BREAKING: Kanye West now leading Donald Trump in New Hampshire by 30 points.";;;;"697204315639799808";https://twitter.com/DrGMLaTulippe/status/697204315639799808
Tweets4Pay;2016/02/09 18:43;0;0;"I have never voted for a Democrat and I am not going to make Donald Trump the first.";;;;"697204293213016064";https://twitter.com/Tweets4Pay/status/697204293213016064
mundyspeaks;2016/02/09 18:43;2;4;"Ben Carson: Open to Donald Trump's Vice President Slot - Breitbart http://bit.ly/1nW5MCH  via @BreitbartNews";;@BreitbartNews;;"697204285063303169";https://twitter.com/mundyspeaks/status/697204285063303169
najoua_ali;2016/02/09 18:43;6;9;"Donald Trump is that kid that comes to class having read none of the material but tries to seem like he did by talking a lot.";;;;"697204227785895936";https://twitter.com/najoua_ali/status/697204227785895936
AndyS8;2016/02/09 18:43;0;1;"http://www.huffingtonpost.com/entry/donald-trump-dogs_us_56b99a5ee4b04f9b57dafa54 … Apparently Donald Trump needs to meet an actual dog.";;;;"697204207011680257";https://twitter.com/AndyS8/status/697204207011680257
CNNGermanyPR;2016/02/09 18:43;0;2;"Who will win in the Year of the Monkey?: If Donald Trump believes his victory is written in the stars, he may ... http://cnn.it/1L9yNA9 ";;;;"697204197536608256";https://twitter.com/CNNGermanyPR/status/697204197536608256
MathFaithWorks;2016/02/09 18:43;0;0;"GOP Primary Poll. Did Obama import Brown people to vote Dem to give them stuff? 1) Too many. 2) About right. 3) Not enough. Donald Trump.";;;;"697204177857069058";https://twitter.com/MathFaithWorks/status/697204177857069058
teigland_cindy;2016/02/09 18:43;0;0;"Here are 9 times Donald Trump's campaign should have imploded http://www.vox.com/2016/2/9/10952772/donald-trump-new-hampshire?utm_campaign=vox&utm_content=article%3Atop&utm_medium=social&utm_source=twitter … via voxdotcom";;;;"697204175768137728";https://twitter.com/teigland_cindy/status/697204175768137728
syedzafar5;2016/02/09 18:43;0;0;"New Hampshire primary: Donald #Trump and Bernie Sanders lead as final voting underway - live… http://goo.gl/fb/m2YTwr ";;;#Trump;"697204103399743488";https://twitter.com/syedzafar5/status/697204103399743488
